head_news,golden_true,prediction
"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .",positive,positive
#LongPos $TSLA 256 Break-out thru 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress Nr term obj: 310 Stop loss:239,positive,positive
$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,positive,positive
"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",positive,positive
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",positive,positive
$RDC Rowan Expands Share Repurchase Program to $150 million,positive,positive
$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,positive,positive
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,positive,positive
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",positive,positive
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,positive,positive
$PRLB hanging tough in down market due to analyst upgrades last week. Up almost 3%.,positive,positive
"By cutting the number of plants , the group will trim fixed costs .",positive,positive
"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",positive,positive
$CSX another strong rail today after breaking intraday resistance at 1$9.80 https://t.co/eA4FBVuqGP,positive,positive
"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",positive,positive
$SPY wouldn't be surprised to see a green close,positive,positive
$FB gone green on day,positive,positive
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,positive,positive
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",positive,positive
"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",positive,positive
BG Group Still Happy With Shell's $70 Billion Offer,positive,positive
"Apple expected to launch new iPhone, iPad today $AAPL https://t.co/XfnICWeBeG",positive,positive
President and CEO Mika Vehvil+ñinen says the positive signs are first and foremost emerging outside Finland .,positive,positive
"SINGAPORE ( ICIS ) -- ( 1 ) Kemira and Indian water infrastructure firm ( 2 ) IVRCL have agreed to form a join venture which includes a new inorganic coagulant manufacturing facility in Andhra Pradesh state , India , the Finnish water treatment chemicals maker said on Tuesday .",positive,positive
"Furthermore , our fully electrically driven cranes are environmentally friendly .",positive,positive
"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",positive,positive
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",positive,positive
AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,positive,positive
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,positive
"Also , it is bringing in `` the right kind of people '' to upgrade its human resources .",positive,positive
- I am pleased that Bjorn Wahlroos has accepted the nomination .,positive,positive
$vxx starting to creep up while $spy sits near hod ...,positive,positive
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,positive,positive
YIT Construction and the town of Riihim+ñki have signed a lease contract whereby the town will occupy the Travel Centre office facilities .,positive,positive
$FB Dax says bye bye 2013 - finished a great yr w 28% plus!,positive,positive
Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,positive,positive
"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .",positive,positive
The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .,positive,positive
$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% http://stks.co/ir2F,positive,positive
5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,positive,positive
@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,positive,positive
Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,positive,positive
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,positive,positive
Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,positive,positive
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",positive,positive
GKN to buy Fokker Technologies for 706 mln euros,positive,positive
"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",positive,positive
"` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News .",positive,positive
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,positive,positive
Operating profit margin increased from 11.2 % to 11.7 % .,positive,positive
"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",positive,positive
"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",positive,negative
Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .,positive,positive
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,positive
"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",positive,positive
Tesco sales rise shows tentative recovery continues,positive,positive
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,positive
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive,positive
CORRECTED-Shire to buy Dyax for about $5.9 bln,positive,positive
Whitbread share price climbs on Q4 sales growth,positive,positive
"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...",positive,positive
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",positive,positive
RT @bman1 $LNG looks primed also $EGHT poised to run too...,positive,positive
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive,positive
ouch looks like $tsla shorts getting skinned again,positive,negative
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,positive,negative
"The money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia , '' the release says .",positive,positive
The ` buy ' recommendation was reiterated .,positive,positive
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,positive,positive
Consumption is forecast to grow by about 2 % .,positive,positive
$KITD Looking for a oversold bounce.,positive,positive
"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",positive,positive
